PLAYER_ID,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG_PCT,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG_PCT,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG_PCT,Left Corner 3_FGM,Left Corner 3_FGA,Left Corner 3_FG_PCT,Right Corner 3_FGM,Right Corner 3_FGA,Right Corner 3_FG_PCT,Above the Break 3_FGM,Above the Break 3_FGA,Above the Break 3_FG_PCT,Backcourt_FGM,Backcourt_FGA,Backcourt_FG_PCT,PLAYER_NAME,FGA,FG3A,FTA,PTS,USG_PCT,TS_PCT,EFG_PCT,OFF_RATING,FTA/FGA,PPS,Cluster
203999,4.4,6.2,0.719,4.0,6.9,0.572,0.9,1.7,0.517,0.1,0.1,0.8,0.1,0.1,0.4,1.8,4.2,0.435,0,0.3,0.091,Nikola Jokić,19.5,4.7,6.4,29.6,0.285,0.663,0.627,125.6,0.328205128,1.517948718,6
203507,8.4,11.2,0.749,1.4,3.3,0.415,1.9,4.2,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.237,0,0.0,0.0,Giannis Antetokounmpo,19.7,0.9,10.6,30.4,0.346,0.625,0.607,118.9,0.538071066,1.543147208,6
201142,1.6,2.0,0.79,2.9,5.5,0.532,2.5,4.6,0.531,0.4,0.7,0.524,0.4,0.7,0.478,1.9,4.6,0.408,0,0.0,0.0,Kevin Durant,18.1,6.0,5.8,26.6,0.283,0.642,0.598,116.5,0.320441989,1.46961326,6
1626157,4.8,7.1,0.669,1.6,3.6,0.452,0.5,1.4,0.343,0.0,0.2,0.273,0.1,0.2,0.364,1.9,4.4,0.427,0,0.0,0.0,Karl-Anthony Towns,16.9,4.7,5.7,24.4,0.265,0.63,0.584,119.4,0.337278107,1.443786982,6
2544,4.1,5.5,0.744,1.7,3.9,0.444,1.4,3.1,0.436,0.1,0.3,0.348,0.1,0.2,0.357,1.9,5.1,0.381,0,0.0,0.0,LeBron James,18.1,5.7,4.7,24.4,0.291,0.604,0.571,112.7,0.259668508,1.348066298,6
1629627,6.1,9.5,0.641,3.4,6.8,0.502,0.0,0.3,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.273,0,0.0,0.0,Zion Williamson,16.9,0.4,8.0,24.6,0.325,0.6,0.57,113.7,0.473372781,1.455621302,6
1628983,3.9,5.6,0.697,3.0,5.9,0.508,2.3,4.6,0.5,0.1,0.2,0.333,0.0,0.0,0.333,2.1,5.5,0.377,0,0.0,0.0,Shai Gilgeous-Alexander,21.8,5.7,8.8,32.7,0.336,0.637,0.569,122.4,0.403669725,1.5,6
202695,2.3,3.1,0.724,2.1,4.6,0.456,1.9,3.9,0.479,0.2,0.5,0.471,0.1,0.3,0.273,1.8,4.4,0.414,0,0.0,0.0,Kawhi Leonard,16.8,5.1,3.3,21.5,0.28,0.589,0.56,120.3,0.196428571,1.279761905,6
1628973,2.2,3.5,0.642,2.9,5.4,0.531,1.6,3.5,0.449,0.1,0.4,0.28,0.3,0.5,0.5,2.0,5.2,0.379,0,0.0,0.0,Jalen Brunson,18.5,6.1,6.9,26.0,0.289,0.605,0.551,118.3,0.372972973,1.405405405,6
1628991,1.7,2.7,0.643,3.8,7.5,0.514,0.5,1.0,0.466,0.2,0.5,0.375,0.3,0.6,0.409,1.5,4.1,0.377,0,0.1,0.0,Jaren Jackson Jr.,16.4,5.3,5.4,22.2,0.274,0.591,0.548,115.2,0.329268293,1.353658537,6
1627750,2.1,3.2,0.645,1.7,3.5,0.483,1.9,4.1,0.45,0.1,0.4,0.37,0.1,0.2,0.385,2.1,5.3,0.398,0,0.0,0.0,Jamal Murray,16.7,5.9,3.7,21.4,0.235,0.584,0.543,122.0,0.221556886,1.281437126,6
