PLAYER_ID,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG_PCT,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG_PCT,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG_PCT,Left Corner 3_FGM,Left Corner 3_FGA,Left Corner 3_FG_PCT,Right Corner 3_FGM,Right Corner 3_FGA,Right Corner 3_FG_PCT,Above the Break 3_FGM,Above the Break 3_FGA,Above the Break 3_FG_PCT,Backcourt_FGM,Backcourt_FGA,Backcourt_FG_PCT,PLAYER_NAME,FGA,FG3A,FTA,PTS,USG_PCT,TS_PCT,EFG_PCT,OFF_RATING,FTA/FGA,PPS,Cluster
203084,1.7,2.5,0.659,0.5,1.1,0.462,0.1,0.3,0.5,0.6,1.2,0.451,0.6,1.3,0.495,0.7,1.9,0.386,0,0.0,0.0,Harrison Barnes,8.3,4.4,2.4,12.3,0.157,0.656,0.622,114.5,0.289156627,1.481927711,2
1630167,2.0,2.6,0.784,0.5,0.9,0.562,0.1,0.3,0.286,0.5,1.0,0.449,0.3,0.6,0.452,0.7,2.2,0.318,0,0.1,0.0,Obi Toppin,7.6,3.8,1.4,10.5,0.191,0.642,0.621,113.6,0.184210526,1.381578947,2
1630202,1.2,1.6,0.754,0.4,0.7,0.561,0.3,0.7,0.453,0.2,0.5,0.41,0.4,0.8,0.492,2.6,6.4,0.403,0,0.1,0.0,Payton Pritchard,10.8,7.8,1.1,14.3,0.186,0.633,0.62,118.4,0.101851852,1.324074074,2
1630174,1.5,2.2,0.68,0.6,1.1,0.49,0.3,0.7,0.455,0.4,0.8,0.444,0.5,0.9,0.548,1.0,2.6,0.385,0,0.0,0.0,Aaron Nesmith,8.4,4.3,1.8,12.0,0.171,0.653,0.617,120.1,0.214285714,1.428571429,2
1630198,0.5,0.7,0.76,0.2,0.5,0.412,0.2,0.5,0.395,0.4,0.7,0.604,0.2,0.5,0.5,1.9,5.1,0.377,0,0.0,0.0,Isaiah Joe,7.9,6.3,0.8,10.2,0.166,0.617,0.604,119.9,0.101265823,1.291139241,2
1628960,0.7,1.2,0.635,0.3,0.9,0.368,0.0,0.1,0.25,0.5,1.0,0.517,0.3,0.6,0.462,1.6,3.9,0.398,0,0.0,0.0,Grayson Allen,7.6,5.5,1.8,10.6,0.169,0.631,0.6,114.7,0.236842105,1.394736842,2
1629060,2.3,3.2,0.713,0.6,1.6,0.381,0.3,0.7,0.455,0.4,1.0,0.386,0.5,0.9,0.509,0.9,2.3,0.387,0,0.0,0.0,Rui Hachimura,9.8,4.2,1.9,13.1,0.156,0.619,0.597,114.8,0.193877551,1.336734694,2
1627884,2.4,3.4,0.703,0.6,1.3,0.469,0.1,0.2,0.308,0.2,0.8,0.288,0.3,0.8,0.433,0.5,1.3,0.354,0,0.0,0.0,Derrick Jones Jr.,7.6,2.8,1.5,10.1,0.16,0.609,0.593,115.5,0.197368421,1.328947368,2
1630534,2.3,3.5,0.656,0.2,0.7,0.318,0.1,0.3,0.375,0.5,1.1,0.426,0.5,1.2,0.395,0.7,1.7,0.385,0,0.0,0.0,Ochai Agbaji,8.3,4.0,0.8,10.4,0.144,0.601,0.593,106.4,0.096385542,1.253012048,2
1641729,0.5,0.9,0.629,0.8,1.6,0.487,0.3,0.7,0.462,0.5,1.0,0.5,0.4,0.8,0.509,1.4,3.5,0.384,0,0.0,0.0,Brice Sensabaugh,8.4,5.2,1.0,10.9,0.208,0.612,0.59,109.9,0.119047619,1.297619048,2
1628449,1.7,2.4,0.723,0.3,0.8,0.425,0.2,0.4,0.5,0.3,0.8,0.421,0.4,1.0,0.367,0.7,2.1,0.34,0,0.0,0.0,Chris Boucher,7.4,3.9,1.7,10.0,0.208,0.615,0.586,113.3,0.22972973,1.351351351,2
1629130,0.9,1.3,0.649,0.4,0.9,0.457,0.1,0.2,0.385,0.3,0.6,0.422,0.3,0.8,0.407,2.0,5.2,0.388,0,0.0,0.0,Duncan Robinson,9.0,6.5,0.7,11.0,0.187,0.595,0.581,110.1,0.077777778,1.222222222,2
1628401,1.0,1.4,0.718,0.8,1.4,0.564,0.3,0.7,0.418,0.4,0.8,0.46,0.3,0.8,0.4,2.8,7.5,0.373,0,0.0,0.0,Derrick White,12.6,9.1,2.1,16.4,0.195,0.606,0.58,119.7,0.166666667,1.301587302,2
1627736,0.7,1.1,0.618,0.7,1.6,0.4,0.4,1.0,0.407,0.6,1.1,0.54,0.5,1.0,0.513,2.8,7.3,0.387,0,0.0,0.0,Malik Beasley,13.1,9.3,1.7,16.3,0.215,0.59,0.579,113.3,0.129770992,1.244274809,2
1629652,0.8,1.3,0.574,0.3,0.7,0.346,0.2,0.5,0.471,0.3,0.7,0.385,0.4,0.8,0.45,1.7,4.2,0.409,0,0.0,0.0,Luguentz Dort,8.4,5.8,0.6,10.1,0.133,0.586,0.578,120.4,0.071428571,1.202380952,2
1630598,2.2,3.2,0.692,0.6,1.5,0.398,0.2,0.5,0.389,0.3,1.0,0.333,0.2,0.6,0.386,1.2,2.9,0.401,0,0.0,0.0,Aaron Wiggins,9.6,4.5,1.2,12.0,0.2,0.596,0.577,120.7,0.125,1.25,2
1630583,1.8,2.4,0.731,1.0,2.1,0.493,0.2,0.5,0.406,0.3,0.8,0.423,0.2,0.6,0.368,1.3,3.6,0.362,0,0.1,0.0,Santi Aldama,10.0,5.0,1.4,12.5,0.179,0.588,0.576,116.1,0.14,1.25,2
